Analyte,lab_code,Units,Start_Run_Date,Site.Name,Long.Site.Name,Planet,Result
"Benzo[g,h,i]perylene",HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0494
"Benzo[g,h,i]perylene",HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0653
"Benzo[g,h,i]perylene",HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.106
"Benzo[g,h,i]perylene",HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0742
"Benzo[g,h,i]perylene",HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0403
"Benzo[g,h,i]perylene",HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0554
"Benzo[g,h,i]perylene",HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0829
"Benzo[g,h,i]perylene",HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.1
"Benzo[g,h,i]perylene",HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.149
"Benzo[g,h,i]perylene",HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.105
"Benzo[g,h,i]perylene",HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.192
Benzo[j]fluoranthene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00986
Benzo[j]fluoranthene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00996
Benzo[j]fluoranthene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0273
Benzo[j]fluoranthene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0236
Benzo[j]fluoranthene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0146
Benzo[j]fluoranthene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00895
Benzo[j]fluoranthene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0286
Benzo[j]fluoranthene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0509
Benzo[j]fluoranthene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0247
Benzo[j]fluoranthene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0579
Benzo[j]fluoranthene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0899
Benzo[j]fluoranthene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0384
Benzo[j]fluoranthene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.115
Benzo[j]fluoranthene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0506
Benzo[j]fluoranthene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.147
Benzo[j]fluoranthene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0605
Benzo[j]fluoranthene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.045
Benzo[j]fluoranthene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0382
Benzo[j]fluoranthene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0403
Benzo[j]fluoranthene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0446
Benzo[j]fluoranthene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.046
Benzo[j]fluoranthene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.16
Benzo[j]fluoranthene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0249
Benzo[j]fluoranthene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.021
Benzo[j]fluoranthene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0266
Benzo[j]fluoranthene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0212
Benzo[j]fluoranthene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0348
Benzo[j]fluoranthene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0194
Benzo[j]fluoranthene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0218
Benzo[j]fluoranthene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0178
Benzo[j]fluoranthene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0281
Benzo[j]fluoranthene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0183
Benzo[j]fluoranthene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0362
Benzo[j]fluoranthene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0103
Benzo[j]fluoranthene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0173
Benzo[j]fluoranthene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0231
Benzo[j]fluoranthene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0613
Benzo[j]fluoranthene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0395
Benzo[j]fluoranthene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.019
Benzo[j]fluoranthene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0282
Benzo[j]fluoranthene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.037
Benzo[j]fluoranthene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.063
Benzo[j]fluoranthene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.115
Benzo[j]fluoranthene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.089
Benzo[j]fluoranthene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.144
Benzo[k]fluoranthene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0101
Benzo[k]fluoranthene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0103
Benzo[k]fluoranthene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0203
Benzo[k]fluoranthene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0206
Benzo[k]fluoranthene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0124
Benzo[k]fluoranthene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00959
Benzo[k]fluoranthene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0258
Benzo[k]fluoranthene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0385
Benzo[k]fluoranthene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0224
Benzo[k]fluoranthene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0444
Benzo[k]fluoranthene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0619
Benzo[k]fluoranthene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0272
Benzo[k]fluoranthene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0735
Benzo[k]fluoranthene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0355
Benzo[k]fluoranthene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0952
Benzo[k]fluoranthene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0413
Benzo[k]fluoranthene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0362
Benzo[k]fluoranthene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0291
Benzo[k]fluoranthene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0286
Benzo[k]fluoranthene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0347
Benzo[k]fluoranthene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0356
Benzo[k]fluoranthene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.108
Benzo[k]fluoranthene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0271
Benzo[k]fluoranthene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0213
Benzo[k]fluoranthene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0263
Benzo[k]fluoranthene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0286
Benzo[k]fluoranthene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0301
Benzo[k]fluoranthene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0231
Benzo[k]fluoranthene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.017
Benzo[k]fluoranthene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.016
Benzo[k]fluoranthene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.025
Benzo[k]fluoranthene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0186
Benzo[k]fluoranthene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0387
Benzo[k]fluoranthene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0158
Benzo[k]fluoranthene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0219
Benzo[k]fluoranthene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0247
Benzo[k]fluoranthene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0568
Benzo[k]fluoranthene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0418
Benzo[k]fluoranthene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0223
Benzo[k]fluoranthene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.029
Benzo[k]fluoranthene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0366
Benzo[k]fluoranthene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0536
Benzo[k]fluoranthene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.091
Benzo[k]fluoranthene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0695
Benzo[k]fluoranthene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.109
Chrysene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0162
Chrysene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.016
Chrysene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0204
Chrysene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0327
Chrysene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0193
Chrysene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0188
Chrysene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0431
Chrysene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.029
Chrysene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0334
Chrysene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0618
Chrysene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.118
Chrysene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0509
Chrysene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.211
Chrysene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.074
Chrysene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.273
Chrysene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0979
Chrysene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0905
Chrysene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0561
Chrysene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0685
Chrysene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0951
Chrysene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0859
Chrysene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.131
Chrysene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0406
Chrysene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0387
Chrysene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0358
Chrysene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.054
Chrysene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0365
Chrysene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0307
Chrysene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0223
Chrysene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0218
Chrysene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0393
Chrysene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0221
Chrysene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0238
Chrysene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0195
Chrysene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0285
Chrysene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0198
Chrysene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0554
Chrysene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0503
Chrysene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0277
Chrysene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0423
Chrysene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0669
Chrysene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0888
Chrysene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.204
Chrysene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.178
Chrysene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.363
Coronene,HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0164
Coronene,HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0229
Coronene,HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0478
Coronene,HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0514
Coronene,HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0282
Coronene,HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0225
Coronene,HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0412
Coronene,HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0771
Coronene,HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0295
Coronene,HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0716
Coronene,HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0768
Coronene,HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.035
Coronene,HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0847
Coronene,HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0462
Coronene,HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.106
Coronene,HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0564
Coronene,HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0363
Coronene,HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0563
Coronene,HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0405
Coronene,HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0472
Coronene,HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0468
Coronene,HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.117
Coronene,HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0249
Coronene,HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0233
Coronene,HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0393
Coronene,HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0257
Coronene,HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0676
Coronene,HV-497,ng/m3,6/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0283
Coronene,HV-499,ng/m3,6/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0234
Coronene,HV-502,ng/m3,7/6/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0233
Coronene,HV-506,ng/m3,7/18/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0522
Coronene,HV-509,ng/m3,7/30/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0546
Coronene,HV-512,ng/m3,8/11/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0743
Coronene,HV-516,ng/m3,8/23/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0232
Coronene,HV-518,ng/m3,9/4/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0324
Coronene,HV-522,ng/m3,9/16/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0422
Coronene,HV-526,ng/m3,9/28/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0721
Coronene,HV-528,ng/m3,10/10/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0526
Coronene,HV-533,ng/m3,10/22/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0282
Coronene,HV-535,ng/m3,11/3/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0397
Coronene,HV-538,ng/m3,11/15/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0582
Coronene,HV-541,ng/m3,11/27/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0532
Coronene,HV-545,ng/m3,12/9/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0738
Coronene,HV-549,ng/m3,12/21/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0563
Coronene,HV-551,ng/m3,1/2/2018,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.101
"Cyclopenta[c,d]pyrene",HV-403,ng/m3,7/11/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00658
"Cyclopenta[c,d]pyrene",HV-408,ng/m3,7/23/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00771
"Cyclopenta[c,d]pyrene",HV-411,ng/m3,8/5/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.012
"Cyclopenta[c,d]pyrene",HV-415,ng/m3,8/16/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0177
"Cyclopenta[c,d]pyrene",HV-418,ng/m3,8/28/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00899
"Cyclopenta[c,d]pyrene",HV-425,ng/m3,9/21/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00458
"Cyclopenta[c,d]pyrene",HV-427,ng/m3,10/3/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0104
"Cyclopenta[c,d]pyrene",HV-431,ng/m3,10/15/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0211
"Cyclopenta[c,d]pyrene",HV-434,ng/m3,10/27/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00878
"Cyclopenta[c,d]pyrene",HV-437,ng/m3,11/8/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0232
"Cyclopenta[c,d]pyrene",HV-440,ng/m3,11/20/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0328
"Cyclopenta[c,d]pyrene",HV-444,ng/m3,12/2/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00864
"Cyclopenta[c,d]pyrene",HV-447,ng/m3,12/14/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0449
"Cyclopenta[c,d]pyrene",HV-450,ng/m3,12/26/2016,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0168
"Cyclopenta[c,d]pyrene",HV-453,ng/m3,1/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0652
"Cyclopenta[c,d]pyrene",HV-457,ng/m3,1/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.016
"Cyclopenta[c,d]pyrene",HV-460,ng/m3,1/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0213
"Cyclopenta[c,d]pyrene",HV-463,ng/m3,2/12/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0166
"Cyclopenta[c,d]pyrene",HV-467,ng/m3,2/24/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0135
"Cyclopenta[c,d]pyrene",HV-470,ng/m3,3/8/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0236
"Cyclopenta[c,d]pyrene",HV-473,ng/m3,3/20/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0182
"Cyclopenta[c,d]pyrene",HV-477,ng/m3,4/1/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0284
"Cyclopenta[c,d]pyrene",HV-480,ng/m3,4/13/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00924
"Cyclopenta[c,d]pyrene",HV-485,ng/m3,4/25/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0102
"Cyclopenta[c,d]pyrene",HV-487,ng/m3,5/7/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0185
"Cyclopenta[c,d]pyrene",HV-491,ng/m3,5/19/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.00676
"Cyclopenta[c,d]pyrene",HV-494,ng/m3,5/31/2017,battlesite1,Endor_Tana_forestmoon_battlesite1,Endor,0.0161
