time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,precipType,precipAccumulation,site_catid
2014-09-18T04:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,43.32,39.74,38.71,0.84,5.96,98,10,0.26,1020.47,NA,NA,27-137-7001
2014-09-16T05:00:00Z,Clear,clear-night,0,0,39.91,35.77,36.16,0.86,5.82,222,9.37,0.06,1021.33,NA,NA,27-137-7001
2014-09-16T06:00:00Z,Clear,clear-night,0,0,42.02,38.53,36.02,0.79,5.44,224,10,0.16,1020.98,NA,NA,27-137-7001
2014-09-16T07:00:00Z,Clear,clear-night,0,0,41.13,38.02,35.76,0.81,4.72,230,9.49,0.02,1020.6,NA,NA,27-137-7001
2014-09-16T08:00:00Z,Clear,clear-night,0,0,40.25,36.6,35.23,0.82,5.22,232,10,0.02,1020.2,NA,NA,27-137-7001
2014-09-16T09:00:00Z,Clear,clear-night,0,0,39.1,33.8,34.92,0.85,7.43,232,10,0.01,1019.98,NA,NA,27-137-7001
2014-09-16T10:00:00Z,Clear,clear-night,0,0,39.93,35.72,36.2,0.86,5.93,241,10,0.16,1019.78,NA,NA,27-137-7001
2014-09-16T11:00:00Z,Clear,clear-night,0,0,40.14,35.41,35.82,0.84,6.83,240,10,0.18,1019.68,NA,NA,27-137-7001
2014-09-16T12:00:00Z,Clear,clear-day,0,0,41.21,37.18,36.76,0.84,6.03,235,10,0.15,1019.8,NA,NA,27-137-7001
2014-09-16T13:00:00Z,Clear,clear-day,0,0,44.4,39.82,37.59,0.77,8.28,245,10,0.04,1019.85,NA,NA,27-137-7001
2014-09-16T14:00:00Z,Clear,clear-day,0,0,50.56,50.56,39.91,0.67,9.41,251,10,0.08,1019.18,NA,NA,27-137-7001
2014-09-16T15:00:00Z,Clear,clear-day,0,0,55.7,55.7,41.03,0.58,9.68,252,10,0.09,1018.73,NA,NA,27-137-7001
2014-09-16T16:00:00Z,Clear,clear-day,0,0,60.2,60.2,41.83,0.51,12.16,251,10,0.03,1018.13,NA,NA,27-137-7001
2014-09-16T17:00:00Z,Clear,clear-day,0,0,63.36,63.36,42.13,0.46,11.11,256,10,0.04,1017.65,NA,NA,27-137-7001
2014-09-16T18:00:00Z,Clear,clear-day,0,0,64.67,64.67,42.92,0.45,10.99,249,10,0.09,1017.53,NA,NA,27-137-7001
2014-09-16T19:00:00Z,Clear,clear-day,0,0,65.09,65.09,42.49,0.44,11.1,251,10,0.08,1017.22,NA,NA,27-137-7001
2014-09-16T20:00:00Z,Clear,clear-day,0,0,65.15,65.15,43.7,0.46,10.21,259,10,0.1,1016.77,NA,NA,27-137-7001
2014-09-16T21:00:00Z,Clear,clear-day,0,0,65.13,65.13,43.8,0.46,9.05,251,10,0.13,1016.5,NA,NA,27-137-7001
2014-09-16T22:00:00Z,Clear,clear-day,0,0,64.48,64.48,44.66,0.49,6.22,256,10,0.11,1016.2,NA,NA,27-137-7001
2014-09-16T23:00:00Z,Clear,clear-day,0,0,63.05,63.05,45.53,0.53,6.25,244,10,0.23,1015.95,NA,NA,27-137-7001
2014-09-17T00:00:00Z,Clear,clear-day,0,0,59.08,59.08,47,0.64,5.18,231,10,0.03,1015.78,NA,NA,27-137-7001
2014-09-17T01:00:00Z,Clear,clear-night,0,0,55.33,55.33,46.81,0.73,4.6,228,10,0.03,1015.88,NA,NA,27-137-7001
2014-09-17T02:00:00Z,Clear,clear-night,0,0,53.84,53.84,46.32,0.76,5.74,224,10,0.17,1015.8,NA,NA,27-137-7001
2014-09-17T03:00:00Z,Clear,clear-night,0,0,52.09,52.09,45.11,0.77,6.17,228,10,0.17,1015.6,NA,NA,27-137-7001
2014-09-17T04:00:00Z,Clear,clear-night,0,0,51.62,51.62,44.43,0.76,6.08,232,10,0.21,1015.38,NA,NA,27-137-7001
2014-09-15T05:00:00Z,Clear,clear-night,0.0017,0.04,44.66,43.32,42.3,0.91,3.31,276,10,0.02,1020.42,rain,NA,27-137-7001
2014-09-15T06:00:00Z,Clear,clear-night,0,0,44.59,42.42,42.45,0.92,4.24,274,10,0.22,1020.47,NA,NA,27-137-7001
2014-09-15T07:00:00Z,Clear,clear-night,0,0,44.61,44.61,42,0.91,2.66,290,8.18,0.21,1020.65,NA,NA,27-137-7001
2014-09-15T08:00:00Z,Clear,clear-night,0,0,43.78,41.19,41.96,0.93,4.62,283,10,0.23,1020.6,NA,NA,27-137-7001
2014-09-15T09:00:00Z,Clear,clear-night,0.0031,0.1,43.38,41.98,41.64,0.94,3.19,287,9.16,0.19,1020.57,rain,NA,27-137-7001
2014-09-15T10:00:00Z,Clear,clear-night,0,0,42.06,40.43,39.98,0.92,3.24,282,8.85,0.09,1020.87,NA,NA,27-137-7001
2014-09-15T11:00:00Z,Clear,clear-night,0,0,41.18,39.53,39.37,0.93,3.15,292,8.64,0.03,1021.62,NA,NA,27-137-7001
2014-09-15T12:00:00Z,Clear,clear-day,0,0,37.91,37.91,37.01,0.97,1.84,283,6.8,0.04,1022.25,NA,NA,27-137-7001
2014-09-15T13:00:00Z,Clear,clear-day,0,0,41.96,40.05,39.73,0.92,3.5,283,10,0.03,1023,NA,NA,27-137-7001
2014-09-15T14:00:00Z,Clear,clear-day,0,0,46.52,43.25,41.45,0.82,6.49,298,10,0.04,1023,NA,NA,27-137-7001
2014-09-15T15:00:00Z,Clear,clear-day,0,0,49.57,46.13,39.44,0.68,8.27,304,10,0.03,1023.17,NA,NA,27-137-7001
2014-09-15T16:00:00Z,Clear,clear-day,0,0,51.94,51.94,35.21,0.53,9.48,314,10,0.22,1023.12,NA,NA,27-137-7001
2014-09-15T17:00:00Z,Clear,clear-day,0,0,52.55,52.55,35.24,0.52,8.52,316,10,0.16,1023.22,NA,NA,27-137-7001
2014-09-15T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.55,53.55,34.74,0.49,10.15,309,10,0.27,1022.97,NA,NA,27-137-7001
2014-09-15T19:00:00Z,Clear,clear-day,0,0,56.56,56.56,34.86,0.44,8.75,306,10,0.19,1022.67,NA,NA,27-137-7001
2014-09-15T20:00:00Z,Partly Cloudy,partly-cloudy-day,0.0031,0.1,56.53,56.53,34.87,0.44,8.02,294,10,0.27,1022.2,rain,NA,27-137-7001
2014-09-15T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,57.17,57.17,34.88,0.43,7.21,295,10,0.29,1021.92,NA,NA,27-137-7001
2014-09-15T22:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,56.42,56.42,35.76,0.46,4.21,308,10,0.28,1021.85,NA,NA,27-137-7001
2014-09-15T23:00:00Z,Clear,clear-day,0,0,55.79,55.79,36.36,0.48,6.54,282,10,0.24,1021.97,NA,NA,27-137-7001
2014-09-16T00:00:00Z,Clear,clear-day,0,0,51.62,51.62,38.09,0.6,3.72,251,10,0.18,1021.83,NA,NA,27-137-7001
2014-09-16T01:00:00Z,Clear,clear-night,0,0,44.74,44.74,38.23,0.78,2.19,233,10,0.01,1021.98,NA,NA,27-137-7001
2014-09-16T02:00:00Z,Clear,clear-night,0,0,41.53,39.56,37.39,0.85,3.5,240,10,0.01,1021.88,NA,NA,27-137-7001
2014-09-16T03:00:00Z,Clear,clear-night,0,0,40.38,37.56,36.77,0.87,4.21,223,10,0,1021.73,NA,NA,27-137-7001
2014-09-16T04:00:00Z,Clear,clear-night,0,0,40.01,36.75,36.14,0.86,4.66,223,10,0.01,1021.53,NA,NA,27-137-7001
2014-09-14T05:00:00Z,Clear,clear-night,0,0,46.51,42.75,37.33,0.7,7.47,163,10,0.23,1018.98,NA,NA,27-137-7001
2014-09-14T06:00:00Z,Partly Cloudy,partly-cloudy-night,0.0013,0.02,46.98,42.93,37.99,0.71,8.39,172,9.69,0.31,1018.05,rain,NA,27-137-7001
2014-09-14T07:00:00Z,Clear,clear-night,0.0013,0.02,46.72,42.85,38.73,0.74,7.81,186,10,0.21,1017.63,rain,NA,27-137-7001
2014-09-14T08:00:00Z,Clear,clear-night,0,0,46.62,42.91,39.94,0.77,7.43,192,10,0.23,1016.78,NA,NA,27-137-7001
2014-09-14T09:00:00Z,Clear,clear-night,0.001,0.01,46.23,42.59,41.31,0.83,7.11,194,10,0.02,1016.38,rain,NA,27-137-7001
2014-09-14T10:00:00Z,Clear,clear-night,0,0,46.13,42.34,41.7,0.84,7.37,204,10,0.23,1016.18,NA,NA,27-137-7001
2014-09-14T11:00:00Z,Clear,clear-night,9e-4,0.01,45.4,41.71,41.77,0.87,6.87,214,10,0.24,1016.1,rain,NA,27-137-7001
2014-09-14T12:00:00Z,Clear,clear-day,0,0,44.69,40.99,41.79,0.89,6.64,223,10,0.09,1016.35,NA,NA,27-137-7001
2014-09-14T13:00:00Z,Clear,clear-day,0,0,46.27,42.39,42.21,0.86,7.64,233,10,0.14,1016.75,NA,NA,27-137-7001
2014-09-14T14:00:00Z,Clear,clear-day,0,0,49.69,45.16,43.07,0.78,11.56,250,10,0.16,1016.8,NA,NA,27-137-7001
2014-09-14T15:00:00Z,Clear,clear-day,0,0,51.31,51.31,42.4,0.71,12.8,256,10,0.24,1016.9,NA,NA,27-137-7001
2014-09-14T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,52.37,52.37,41.95,0.68,12.63,260,10,0.26,1017.1,NA,NA,27-137-7001
2014-09-14T17:00:00Z,Clear,clear-day,0,0,52.78,52.78,42.81,0.69,12.41,265,10,0.23,1017.57,NA,NA,27-137-7001
2014-09-14T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.21,53.21,41.95,0.65,11.22,273,10,0.43,1017.92,NA,NA,27-137-7001
2014-09-14T19:00:00Z,Clear,clear-day,9e-4,0.01,53.74,53.74,42.77,0.66,11.09,284,9.83,0.21,1018.2,rain,NA,27-137-7001
2014-09-14T20:00:00Z,Clear,clear-day,0.0039,0.14,54.83,54.83,42.44,0.63,10.24,276,10,0.08,1018.25,rain,NA,27-137-7001
2014-09-14T21:00:00Z,Partly Cloudy,partly-cloudy-day,0.001,0.01,54.59,54.59,42.75,0.64,7.95,270,9.83,0.29,1018.1,rain,NA,27-137-7001
2014-09-14T22:00:00Z,Clear,clear-day,0,0,54.85,54.85,43.83,0.66,6.72,300,10,0.22,1017.85,NA,NA,27-137-7001
2014-09-14T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.47,53.47,44.16,0.71,6.51,283,10,0.25,1018.52,NA,NA,27-137-7001
2014-09-15T00:00:00Z,Clear,clear-day,0.0013,0.02,49.29,47.95,44.71,0.84,4.14,255,9.75,0.14,1019,rain,NA,27-137-7001
2014-09-15T01:00:00Z,Clear,clear-night,0,0,46.66,44.31,43.42,0.88,4.97,264,10,0.2,1019.38,NA,NA,27-137-7001
2014-09-15T02:00:00Z,Clear,clear-night,0,0,47.22,45.17,43.77,0.88,4.67,282,8.96,0.21,1019.65,NA,NA,27-137-7001
2014-09-15T03:00:00Z,Clear,clear-night,9e-4,0.01,46.2,46.2,43.6,0.91,2.88,274,10,0.13,1020,rain,NA,27-137-7001
2014-09-15T04:00:00Z,Clear,clear-night,0.002,0.05,46.21,44.33,43.12,0.89,4.21,284,10,0.17,1020.15,rain,NA,27-137-7001
2014-09-13T05:00:00Z,Clear,clear-night,0,0,40.29,40.29,36.63,0.87,2.49,253,10,0.12,1027.25,NA,NA,27-137-7001
2014-09-13T06:00:00Z,Clear,clear-night,0,0,38.83,38.83,35.95,0.89,2.61,243,9.88,0.2,1027.13,NA,NA,27-137-7001
2014-09-13T07:00:00Z,Clear,clear-night,0,0,37.19,37.19,35.08,0.92,2.87,256,7.9,0.02,1027.15,NA,NA,27-137-7001
2014-09-13T08:00:00Z,Clear,clear-night,0,0,36.76,36.76,34.73,0.92,1.74,251,8.61,0.09,1027.15,NA,NA,27-137-7001
2014-09-13T09:00:00Z,Clear,clear-night,0,0,34.9,31.98,33.1,0.93,3.5,270,6.62,0.21,1027.1,NA,NA,27-137-7001
2014-09-13T10:00:00Z,Clear,clear-night,0,0,34.04,30.5,32.28,0.93,3.94,248,5.5,0,1027.07,NA,NA,27-137-7001
2014-09-13T11:00:00Z,Clear,clear-night,0,0,32.77,30.13,31.23,0.94,3.04,225,5.62,0,1027,NA,NA,27-137-7001
2014-09-13T12:00:00Z,Clear,clear-day,0,0,32.4,28.64,30.92,0.94,3.91,220,5.83,0.03,1027.2,NA,NA,27-137-7001
2014-09-13T13:00:00Z,Clear,clear-day,0,0,36.47,32.97,34.42,0.92,4.28,220,6.5,0,1027.32,NA,NA,27-137-7001
2014-09-13T14:00:00Z,Clear,clear-day,0,0,42.97,40.84,38.13,0.83,3.89,221,10,0.04,1027.15,NA,NA,27-137-7001
2014-09-13T15:00:00Z,Clear,clear-day,0,0,48.71,45.62,35.61,0.6,7.02,227,10,0.01,1026.55,NA,NA,27-137-7001
2014-09-13T16:00:00Z,Clear,clear-day,0,0,52.2,52.2,33.43,0.49,7.69,233,10,0.13,1025.8,NA,NA,27-137-7001
2014-09-13T17:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,52.51,52.51,33.18,0.48,8.51,225,10,0.27,1025.45,NA,NA,27-137-7001
2014-09-13T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.1,53.1,33.1,0.46,8.69,207,10,0.29,1024.88,NA,NA,27-137-7001
2014-09-13T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.44,53.44,33.58,0.47,10.55,202,10,0.29,1023.95,NA,NA,27-137-7001
2014-09-13T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,54.42,54.42,34.25,0.46,9.81,207,10,0.29,1023.45,NA,NA,27-137-7001
2014-09-13T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.68,53.68,34.05,0.47,10.59,201,10,0.29,1022.88,NA,NA,27-137-7001
2014-09-13T22:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,53.52,53.52,34.63,0.49,8.6,201,10,0.28,1022.65,NA,NA,27-137-7001
2014-09-13T23:00:00Z,Clear,clear-day,0,0,52.52,52.52,36.79,0.55,7.08,191,10,0.16,1022.38,NA,NA,27-137-7001
2014-09-14T00:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,50.29,50.29,37.55,0.61,4.9,169,10,0.32,1021.98,NA,NA,27-137-7001
2014-09-14T01:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,48.3,45.89,37.73,0.67,5.55,162,10,0.28,1021.9,NA,NA,27-137-7001
2014-09-14T02:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,47.93,45.17,37.76,0.68,6.08,159,10,0.28,1021.48,NA,NA,27-137-7001
2014-09-14T03:00:00Z,Clear,clear-night,0,0,47.55,44.57,37.7,0.68,6.34,154,10,0.16,1020.4,NA,NA,27-137-7001
2014-09-14T04:00:00Z,Clear,clear-night,0,0,47.22,44.29,37.4,0.69,6.11,162,10,0.24,1019.45,NA,NA,27-137-7001
2014-09-12T05:00:00Z,Clear,clear-night,0,0,36.36,36.36,34.11,0.91,2.28,313,9.22,0.07,1029.77,NA,NA,27-137-7001
2014-09-12T06:00:00Z,Clear,clear-night,0,0,36.38,36.38,34.05,0.91,2.36,307,9,0.04,1030.25,NA,NA,27-137-7001
2014-09-12T07:00:00Z,Clear,clear-night,0,0,36.91,33.43,33.78,0.88,4.33,329,9.33,0.2,1029.7,NA,NA,27-137-7001
2014-09-12T08:00:00Z,Clear,clear-night,0,0,35.54,35.54,33.26,0.91,1.96,318,9.45,0.05,1029.72,NA,NA,27-137-7001
2014-09-12T09:00:00Z,Clear,clear-night,0,0,34.41,31.89,32.79,0.94,3.12,328,10,0.08,1030.47,NA,NA,27-137-7001
2014-09-12T10:00:00Z,Clear,clear-night,0,0,35.38,32.55,32.96,0.91,3.48,314,10,0.13,1030.77,NA,NA,27-137-7001
2014-09-12T11:00:00Z,Clear,clear-night,0,0,37.36,34.18,34.88,0.91,4.09,317,10,0.24,1030.87,NA,NA,27-137-7001
2014-09-12T12:00:00Z,Clear,clear-day,0,0,37.99,34.01,35.61,0.91,5.14,318,10,0.16,1031.25,NA,NA,27-137-7001
2014-09-12T13:00:00Z,Clear,clear-day,0,0,39.22,35.14,36.45,0.9,5.57,317,10,0.09,1031.6,NA,NA,27-137-7001
2014-09-12T14:00:00Z,Clear,clear-day,0.0031,0.1,43.03,43.03,36.32,0.77,1.92,321,10,0.17,1031.55,rain,NA,27-137-7001
2014-09-12T15:00:00Z,Clear,clear-day,0.0031,0.1,45.66,44.09,34.1,0.64,3.72,3,10,0.14,1031.35,rain,NA,27-137-7001
2014-09-12T16:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,46.86,44.92,31.71,0.55,4.43,336,10,0.29,1031.12,NA,NA,27-137-7001
2014-09-12T17:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,47.43,44.63,31.35,0.53,5.97,342,10,0.26,1030.65,NA,NA,27-137-7001
2014-09-12T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,47.58,46.01,30.85,0.52,4.08,12,10,0.33,1030.32,NA,NA,27-137-7001
2014-09-12T19:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,49.17,49.17,30.87,0.49,2.97,5,10,0.28,1029.75,NA,NA,27-137-7001
2014-09-12T20:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,49.66,49.28,31.15,0.49,3.01,4,10,0.28,1029.07,NA,NA,27-137-7001
2014-09-12T21:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,49.86,49.86,31.14,0.48,1.71,319,10,0.28,1028.47,NA,NA,27-137-7001
2014-09-12T22:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,49.19,49.19,33.56,0.55,1.09,306,10,0.28,1028.15,NA,NA,27-137-7001
2014-09-12T23:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,48.5,48.5,35,0.59,2.48,285,10,0.28,1028.1,NA,NA,27-137-7001
2014-09-13T00:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,45.85,45.85,36.79,0.7,2.38,246,10,0.33,1027.75,NA,NA,27-137-7001
2014-09-13T01:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,43.31,43.31,37.71,0.8,0.62,200,10,0.29,1027.78,NA,NA,27-137-7001
2014-09-13T02:00:00Z,Clear,clear-night,0,0,42.47,40.48,37.41,0.82,3.65,229,10,0.16,1027.93,NA,NA,27-137-7001
2014-09-13T03:00:00Z,Clear,clear-night,0,0,41.51,38.93,37.48,0.85,4.16,241,9.88,0.21,1027.45,NA,NA,27-137-7001
2014-09-13T04:00:00Z,Clear,clear-night,0,0,40.56,40.56,37.14,0.87,2.75,243,10,0.11,1027.23,NA,NA,27-137-7001
2014-09-11T05:00:00Z,Clear,clear-night,0,0,40.76,37.93,35.47,0.81,4.31,9,9.79,0,1021.35,NA,NA,27-137-7001
2014-09-11T06:00:00Z,Clear,clear-night,0,0,41.09,36.97,35.47,0.8,6.14,1,10,0.05,1021.99,NA,NA,27-137-7001
2014-09-11T07:00:00Z,Clear,clear-night,0,0,39.8,35.74,35.06,0.83,5.67,357,10,0.03,1022.67,NA,NA,27-137-7001
2014-09-11T08:00:00Z,Clear,clear-night,0,0,38.52,34.42,34.25,0.84,5.42,354,10,0.08,1022.77,NA,NA,27-137-7001
2014-09-11T09:00:00Z,Clear,clear-night,0,0,40.08,35.73,36.08,0.85,6.19,4,10,0.04,1022.87,NA,NA,27-137-7001
2014-09-11T10:00:00Z,Clear,clear-night,0,0,40.53,35.87,35.92,0.83,6.85,1,10,0.05,1024.17,NA,NA,27-137-7001
2014-09-11T11:00:00Z,Partly Cloudy,partly-cloudy-night,0,0,40.6,36.49,36.21,0.84,5.99,4,10,0.25,1024.9,NA,NA,27-137-7001
2014-09-11T12:00:00Z,Clear,clear-day,0,0,40.61,37.22,36.5,0.85,4.95,354,10,0.19,1025.77,NA,NA,27-137-7001
2014-09-11T13:00:00Z,Clear,clear-day,0.0031,0.1,41.99,38.95,36.77,0.82,4.81,0,10,0.1,1026.07,rain,NA,27-137-7001
2014-09-11T14:00:00Z,Clear,clear-day,0.0031,0.1,44.2,42.1,37.07,0.76,4.08,352,10,0.05,1026.99,rain,NA,27-137-7001
2014-09-11T15:00:00Z,Clear,clear-day,0,0,45.97,44.18,36.84,0.7,4.05,9,10,0.12,1027.15,NA,NA,27-137-7001
2014-09-11T16:00:00Z,Clear,clear-day,0,0,47.87,46.77,36.27,0.64,3.55,355,10,0.12,1027.47,NA,NA,27-137-7001
2014-09-11T17:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,48.32,46.92,35.38,0.61,4.02,330,9.87,0.29,1027.2,NA,NA,27-137-7001
2014-09-11T18:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,48.89,47.19,35.79,0.6,4.57,354,9.54,0.32,1027.02,NA,NA,27-137-7001
2014-09-11T19:00:00Z,Partly Cloudy,partly-cloudy-day,0.0018,0.04,49.14,47.56,35.91,0.6,4.44,349,10,0.28,1027.15,rain,NA,27-137-7001
2014-09-11T20:00:00Z,Clear,clear-day,0.0028,0.09,50.2,50.2,35.99,0.58,3.75,334,9.7,0.1,1026.97,rain,NA,27-137-7001
2014-09-11T21:00:00Z,Partly Cloudy,partly-cloudy-day,0.0034,0.12,48.47,47.52,37.01,0.64,3.48,296,10,0.29,1026.87,rain,NA,27-137-7001
2014-09-11T22:00:00Z,Partly Cloudy,partly-cloudy-day,0.0018,0.04,47.92,45.43,36.67,0.65,5.57,335,9.87,0.28,1027.37,rain,NA,27-137-7001
2014-09-11T23:00:00Z,Clear,clear-day,0,0,46.86,45.01,37.21,0.69,4.3,315,10,0.24,1027.75,NA,NA,27-137-7001
2014-09-12T00:00:00Z,Partly Cloudy,partly-cloudy-day,9e-4,0.01,46.3,46.3,37.23,0.7,0.78,319,10,0.33,1027.92,rain,NA,27-137-7001
2014-09-12T01:00:00Z,Partly Cloudy,partly-cloudy-night,9e-4,0.01,43.26,41.84,37.72,0.81,3.2,344,10,0.27,1028.57,rain,NA,27-137-7001
2014-09-12T02:00:00Z,Clear,clear-night,0,0,40.51,38.36,37.51,0.89,3.53,354,10,0.12,1028.95,NA,NA,27-137-7001
2014-09-12T03:00:00Z,Clear,clear-night,0,0,38.89,35.58,36.36,0.91,4.51,324,10,0.21,1029.32,NA,NA,27-137-7001
2014-09-12T04:00:00Z,Clear,clear-night,0,0,38.91,36.25,36.04,0.89,3.8,328,9.83,0.1,1029.32,NA,NA,27-137-7001
2014-09-10T05:00:00Z,Rain,rain,0.0571,0.74,48.01,43.61,45.86,0.92,9.9,50,7.85,0.31,1014.24,rain,NA,27-137-7001
2014-09-10T06:00:00Z,Light Rain,rain,0.036,0.68,46.91,42.24,44.79,0.92,9.9,41,7.97,0.67,1013.94,rain,NA,27-137-7001
2014-09-10T07:00:00Z,Light Rain,rain,0.0199,0.6,46.24,41.07,43.88,0.91,10.87,37,9.81,0.31,1013.32,rain,NA,27-137-7001
2014-09-10T08:00:00Z,Light Rain,rain,0.0125,0.54,45.39,40.07,43.48,0.93,10.68,44,10,0,1012.79,rain,NA,27-137-7001
2014-09-10T09:00:00Z,Light Rain,rain,0.0099,0.5,44.99,39.13,42.21,0.9,11.96,41,10,0.31,1013.14,rain,NA,27-137-7001
2014-09-10T10:00:00Z,Light Rain,rain,0.0152,0.57,44.82,39.45,42.1,0.9,10.44,41,10,0.31,1013.82,rain,NA,27-137-7001
2014-09-10T11:00:00Z,Light Rain,rain,0.015,0.56,44.16,37.79,41.33,0.9,12.88,40,10,0.31,1013.62,rain,NA,27-137-7001
2014-09-10T12:00:00Z,Drizzle,rain,0.0088,0.47,44.22,37.62,40.63,0.87,13.68,30,10,0.67,1013.67,rain,NA,27-137-7001
2014-09-10T13:00:00Z,Drizzle,rain,0.0075,0.37,44.22,37.72,40.29,0.86,13.34,31,10,0.31,1014.02,rain,NA,27-137-7001
2014-09-10T14:00:00Z,Drizzle,rain,0.0053,0.23,44.22,37.87,39.98,0.85,12.85,32,9.63,0.31,1014.74,rain,NA,27-137-7001
2014-09-10T15:00:00Z,Partly Cloudy,partly-cloudy-day,0.0041,0.16,44.04,37.69,39.98,0.86,12.72,33,9.29,0.31,1015.04,rain,NA,27-137-7001
2014-09-10T16:00:00Z,Partly Cloudy,partly-cloudy-day,0.0035,0.12,44.39,37.99,39.1,0.82,13.15,30,9.71,0.31,1015.54,rain,NA,27-137-7001
2014-09-10T17:00:00Z,Partly Cloudy,partly-cloudy-day,0.0035,0.12,45.21,39.05,39.59,0.81,13.11,26,10,0.31,1015.79,rain,NA,27-137-7001
2014-09-10T18:00:00Z,Partly Cloudy,partly-cloudy-day,0.0036,0.13,45.15,39.12,39.63,0.81,12.6,20,9.21,0.56,1016.27,rain,NA,27-137-7001
2014-09-10T19:00:00Z,Clear,clear-day,0.0031,0.1,45.6,39.92,39.54,0.79,11.91,22,10,0.16,1017.07,rain,NA,27-137-7001
2014-09-10T20:00:00Z,Clear,clear-day,0.0031,0.1,46.7,41.39,38.05,0.72,11.64,26,10,0,1017.24,rain,NA,27-137-7001
2014-09-10T21:00:00Z,Clear,clear-day,0.0031,0.1,47.55,42.37,37.66,0.68,11.88,25,10,0.23,1017.84,rain,NA,27-137-7001
2014-09-10T22:00:00Z,Clear,clear-day,0,0,47.47,42.76,37.2,0.67,10.4,21,10,0.23,1018.44,NA,NA,27-137-7001
2014-09-10T23:00:00Z,Clear,clear-day,0.0031,0.1,47.2,42.67,36.74,0.67,9.72,33,10,0.22,1018.82,rain,NA,27-137-7001
2014-09-11T00:00:00Z,Clear,clear-day,0,0,46.33,43.1,36.98,0.7,6.34,32,10,0.2,1019.45,NA,NA,27-137-7001
2014-09-11T01:00:00Z,Clear,clear-night,0,0,44.57,41.29,36.88,0.74,5.85,25,10,0.17,1019.9,NA,NA,27-137-7001
2014-09-11T02:00:00Z,Clear,clear-night,0.0031,0.1,41.89,37.22,36.9,0.82,7.36,39,10,0.02,1020.45,rain,NA,27-137-7001
2014-09-11T03:00:00Z,Clear,clear-night,0,0,40.56,36.69,36.52,0.85,5.6,13,9.12,0.14,1020.85,NA,NA,27-137-7001
2014-09-11T04:00:00Z,Clear,clear-night,0,0,40.82,37.84,36.09,0.83,4.48,355,10,0.02,1021.22,NA,NA,27-137-7001
2014-09-09T05:00:00Z,Clear,clear-night,0,0,61.35,61.35,56.23,0.83,5.17,195,10,0.24,1010.25,NA,NA,27-137-7001
2014-09-09T06:00:00Z,Clear,clear-night,0,0,60.1,60.1,55.82,0.86,3.33,218,8.92,0.03,1010.33,NA,NA,27-137-7001
2014-09-09T07:00:00Z,Clear,clear-night,0,0,57.56,57.56,54.66,0.9,4.13,215,6.61,0.12,1010.48,NA,NA,27-137-7001
2014-09-09T08:00:00Z,Clear,clear-night,0,0,56.35,56.35,53.72,0.91,3.57,209,5.85,0.12,1010.5,NA,NA,27-137-7001
2014-09-09T09:00:00Z,Clear,clear-night,0,0,56.09,56.09,53.53,0.91,2.69,231,5.81,0.11,1011.05,NA,NA,27-137-7001
2014-09-09T10:00:00Z,Clear,clear-night,0,0,56.42,56.42,54.26,0.92,2.56,256,9.12,0.08,1011.32,NA,NA,27-137-7001
2014-09-09T11:00:00Z,Clear,clear-night,0,0,56.87,56.87,54.04,0.9,1.08,257,9.18,0.15,1011.52,NA,NA,27-137-7001
2014-09-09T12:00:00Z,Partly Cloudy,partly-cloudy-day,0,0,57.69,57.69,55.22,0.91,0.9,322,9.43,0.35,1011.93,NA,NA,27-137-7001
2014-09-09T13:00:00Z,Clear,clear-day,0,0,58.84,58.84,55.82,0.9,1.4,297,9.26,0.09,1012.03,NA,NA,27-137-7001
