date,hour,ws,wd,site
2015-08-03,15,14.91,301,27-017-7417
2015-08-03,16,14.55,293,27-017-7417
2015-08-03,17,12.91,299,27-017-7417
2015-08-03,18,12.32,276,27-017-7417
2015-08-03,19,10.87,293,27-017-7417
2015-08-03,20,12.31,281,27-017-7417
2015-08-03,21,10.65,302,27-017-7417
2015-08-03,22,10.39,290,27-017-7417
2015-08-03,23,12.78,292,27-017-7417
2015-08-04,0,8.94,292,27-017-7417
2015-08-04,1,8.83,301,27-017-7417
2015-08-04,2,8.05,311,27-017-7417
2015-08-04,3,5.01,287,27-017-7417
2015-08-04,4,4.81,278,27-017-7417
2015-08-04,5,5,251,27-017-7417
2015-08-04,6,3.33,258,27-017-7417
2015-08-04,7,5.36,268,27-017-7417
2015-08-04,8,6.58,278,27-017-7417
2015-08-04,9,6.71,289,27-017-7417
2015-08-04,10,5.67,291,27-017-7417
2015-08-04,11,3.28,287,27-017-7417
2015-08-04,12,4.68,315,27-017-7417
2015-08-04,13,4.32,306,27-017-7417
2015-08-04,14,4.67,278,27-017-7417
2015-08-04,15,8.17,282,27-017-7417
2015-08-04,16,9.63,300,27-017-7417
2015-08-04,17,9.42,286,27-017-7417
2015-08-04,18,11.42,327,27-017-7417
2015-08-04,19,11.24,311,27-017-7417
2015-08-04,20,6.58,332,27-017-7417
2015-08-04,21,8.36,327,27-017-7417
2015-08-04,22,6.94,341,27-017-7417
2015-08-04,23,5.02,318,27-017-7417
2015-08-05,0,5.54,7,27-017-7417
2015-08-05,1,5.4,81,27-017-7417
2015-08-05,2,4.82,69,27-017-7417
2015-08-05,3,5.52,56,27-017-7417
2015-08-05,4,4.63,64,27-017-7417
2015-08-05,5,3.03,59,27-017-7417
2015-08-05,6,0.71,47,27-017-7417
2015-08-05,7,3.03,46,27-017-7417
2015-08-05,8,1.22,352,27-017-7417
2015-08-05,9,4.6,339,27-017-7417
2015-08-05,10,0.41,22,27-017-7417
2015-08-05,11,2.47,350,27-017-7417
2015-08-05,12,0.13,101,27-017-7417
2015-08-05,16,4.52,106,27-017-7417
2015-08-05,17,4.54,153,27-017-7417
2015-08-05,18,6.18,87,27-017-7417
2015-08-05,19,3.28,84,27-017-7417
2015-08-05,20,6.33,107,27-017-7417
2015-08-05,21,5.22,131,27-017-7417
2015-08-05,22,6.22,89,27-017-7417
2015-08-05,23,5.5,79,27-017-7417
2015-08-06,0,4.85,94,27-017-7417
2015-08-06,1,6.21,88,27-017-7417
2015-08-06,2,5.68,87,27-017-7417
2015-08-06,3,3.54,88,27-017-7417
2015-08-06,4,0.98,61,27-017-7417
2015-08-06,5,4.74,92,27-017-7417
2015-08-06,6,1.04,64,27-017-7417
2015-08-06,7,0.85,66,27-017-7417
2015-08-06,8,3.08,100,27-017-7417
2015-08-06,9,4.43,126,27-017-7417
2015-08-06,10,5.65,86,27-017-7417
2015-08-06,11,5.1,79,27-017-7417
2015-08-06,12,5.1,102,27-017-7417
2015-08-06,13,6.82,96,27-017-7417
2015-08-06,14,7.45,107,27-017-7417
2015-08-06,15,7.6,120,27-017-7417
2015-08-06,16,7.87,97,27-017-7417
2015-08-06,17,9.31,113,27-017-7417
2015-08-06,18,5.63,115,27-017-7417
2015-08-06,19,7.19,96,27-017-7417
2015-08-06,20,6.53,97,27-017-7417
2015-08-06,21,7.04,98,27-017-7417
2015-08-06,22,6.81,98,27-017-7417
2015-08-06,23,7.87,99,27-017-7417
2015-08-07,0,5.69,91,27-017-7417
2015-08-07,1,6.82,103,27-017-7417
2015-08-07,2,6.04,79,27-017-7417
2015-08-07,3,5.43,100,27-017-7417
2015-08-07,4,9.39,88,27-017-7417
2015-08-07,5,8.76,78,27-017-7417
2015-08-07,6,7.47,83,27-017-7417
2015-08-07,7,6.88,69,27-017-7417
2015-08-07,8,7.75,86,27-017-7417
2015-08-07,9,6.9,92,27-017-7417
2015-08-07,10,4.2,60,27-017-7417
2015-08-07,11,6.97,81,27-017-7417
2015-08-07,12,5.95,69,27-017-7417
2015-08-07,13,4.3,61,27-017-7417
2015-08-07,14,4.15,56,27-017-7417
2015-08-07,15,5.6,78,27-017-7417
2015-08-07,16,4.98,94,27-017-7417
2015-08-07,17,1.35,48,27-017-7417
2015-08-07,18,1.3,52,27-017-7417
2015-08-07,19,1.54,63,27-017-7417
2015-08-07,20,3,113,27-017-7417
2015-08-07,21,4.46,101,27-017-7417
2015-08-07,22,4.63,95,27-017-7417
2015-08-07,23,6.78,99,27-017-7417
2015-08-08,0,3.59,109,27-017-7417
2015-08-08,1,0.63,93,27-017-7417
2015-08-08,2,3.07,106,27-017-7417
2015-08-08,3,3.02,119,27-017-7417
2015-08-08,4,2.85,101,27-017-7417
2015-08-08,5,2.83,115,27-017-7417
2015-08-08,6,0.61,100,27-017-7417
2015-08-08,7,0.58,86,27-017-7417
2015-08-08,8,2.93,105,27-017-7417
2015-08-08,9,0.26,110,27-017-7417
2015-08-08,10,0.44,42,27-017-7417
2015-08-08,11,3.19,119,27-017-7417
2015-08-08,12,2.63,160,27-017-7417
2015-08-08,13,3.16,165,27-017-7417
2015-08-08,14,3.11,168,27-017-7417
2015-08-08,15,3.1,154,27-017-7417
2015-08-08,16,5.48,135,27-017-7417
2015-08-08,17,5.24,142,27-017-7417
2015-08-08,18,5.36,142,27-017-7417
2015-08-08,19,9.13,173,27-017-7417
2015-08-08,20,3.32,134,27-017-7417
2015-08-08,21,6.33,112,27-017-7417
2015-08-08,22,5.04,116,27-017-7417
2015-08-08,23,4.53,157,27-017-7417
2015-08-09,0,3.08,124,27-017-7417
2015-08-09,1,2.77,184,27-017-7417
2015-08-09,2,5.28,222,27-017-7417
2015-08-09,3,5.54,206,27-017-7417
2015-08-09,4,4.37,208,27-017-7417
2015-08-09,5,1.09,246,27-017-7417
2015-08-09,6,1.33,50,27-017-7417
2015-08-09,7,2.48,96,27-017-7417
2015-08-09,9,1.48,14,27-017-7417
2015-08-09,10,3.39,35,27-017-7417
2015-08-09,11,0.97,50,27-017-7417
2015-08-09,12,3.63,217,27-017-7417
2015-08-09,13,1.11,222,27-017-7417
2015-08-09,14,1.41,287,27-017-7417
2015-08-09,15,1.37,271,27-017-7417
2015-08-09,16,4.66,271,27-017-7417
2015-08-09,17,0.74,305,27-017-7417
2015-08-09,18,3.28,282,27-017-7417
2015-08-09,19,3.9,261,27-017-7417
2015-08-09,20,1.14,254,27-017-7417
2015-08-09,21,0.91,268,27-017-7417
2015-08-09,22,5.43,314,27-017-7417
2015-08-09,23,6.97,318,27-017-7417
2015-08-10,0,4.52,301,27-017-7417
2015-08-10,1,0.49,312,27-017-7417
2015-08-10,2,2.74,293,27-017-7417
2015-08-10,3,3.23,317,27-017-7417
2015-08-10,4,1.61,248,27-017-7417
2015-08-10,5,5.79,299,27-017-7417
2015-08-10,6,4.63,328,27-017-7417
2015-08-10,7,3.08,321,27-017-7417
2015-08-10,8,5.59,321,27-017-7417
2015-08-10,9,2.8,322,27-017-7417
2015-08-10,10,4.52,322,27-017-7417
2015-08-10,11,2.93,309,27-017-7417
2015-08-10,12,2.66,299,27-017-7417
2015-08-10,13,4.35,319,27-017-7417
2015-08-10,14,5.27,328,27-017-7417
2015-08-10,15,7.04,345,27-017-7417
2015-08-10,16,7.25,335,27-017-7417
2015-08-10,17,5.85,348,27-017-7417
2015-08-10,18,11.39,304,27-017-7417
2015-08-10,19,12.49,311,27-017-7417
2015-08-10,20,13.31,302,27-017-7417
2015-08-10,21,10.71,303,27-017-7417
2015-08-10,22,8.07,313,27-017-7417
2015-08-10,23,7.7,325,27-017-7417
2015-08-11,0,5.9,317,27-017-7417
2015-08-11,1,2.85,310,27-017-7417
2015-08-11,2,2.69,303,27-017-7417
2015-08-11,3,4.43,303,27-017-7417
2015-08-11,4,4.79,338,27-017-7417
2015-08-11,5,3.1,330,27-017-7417
2015-08-11,6,3.93,323,27-017-7417
2015-08-11,7,4.75,319,27-017-7417
2015-08-11,8,5.21,302,27-017-7417
2015-08-11,9,4.64,321,27-017-7417
2015-08-11,10,4.85,303,27-017-7417
2015-08-11,11,4.58,321,27-017-7417
2015-08-11,12,4.98,328,27-017-7417
2015-08-11,13,4.26,348,27-017-7417
2015-08-11,14,5.89,337,27-017-7417
2015-08-11,15,6.93,338,27-017-7417
2015-08-11,16,5.52,357,27-017-7417
2015-08-11,17,7.87,359,27-017-7417
2015-08-11,18,7.18,308,27-017-7417
2015-08-11,19,7.84,316,27-017-7417
2015-08-11,20,6.9,342,27-017-7417
2015-08-11,21,7.9,351,27-017-7417
2015-08-11,22,4.97,310,27-017-7417
2015-08-11,23,2.53,309,27-017-7417
2015-08-12,0,0.52,48,27-017-7417
2015-08-12,1,0.48,63,27-017-7417
2015-08-12,2,2.1,271,27-017-7417
2015-08-12,3,2.67,101,27-017-7417
2015-08-12,4,0.57,154,27-017-7417
2015-08-12,5,1.17,241,27-017-7417
2015-08-12,6,0.54,222,27-017-7417
2015-08-12,7,1.72,268,27-017-7417
2015-08-12,8,3.13,232,27-017-7417
2015-08-12,9,4.55,257,27-017-7417
2015-08-12,10,3.02,259,27-017-7417
2015-08-12,11,4.71,249,27-017-7417
2015-08-12,12,3.21,245,27-017-7417
2015-08-12,16,12.28,239,27-017-7417
2015-08-12,17,9.97,216,27-017-7417
2015-08-12,18,8.64,236,27-017-7417
2015-08-12,19,10.97,215,27-017-7417
2015-08-12,20,13.44,229,27-017-7417
2015-08-12,21,12.27,206,27-017-7417
2015-08-12,22,13.04,213,27-017-7417
2015-08-12,23,8.02,212,27-017-7417
2015-08-13,0,7.5,228,27-017-7417
2015-08-13,1,9.38,210,27-017-7417
2015-08-13,2,9.4,220,27-017-7417
2015-08-13,3,4.84,219,27-017-7417
2015-08-13,4,12.64,219,27-017-7417
2015-08-13,5,7.12,191,27-017-7417
2015-08-13,6,3.44,209,27-017-7417
2015-08-13,7,2.52,266,27-017-7417
2015-08-13,8,2.53,101,27-017-7417
2015-08-13,9,0.69,152,27-017-7417
2015-08-13,10,6.32,223,27-017-7417
2015-08-13,11,7.06,230,27-017-7417
2015-08-13,12,7.27,256,27-017-7417
2015-08-13,13,9.05,258,27-017-7417
2015-08-13,14,8.26,274,27-017-7417
2015-08-13,15,6.89,267,27-017-7417
2015-08-13,16,6.6,264,27-017-7417
2015-08-13,17,7.23,284,27-017-7417
2015-08-13,18,7.46,300,27-017-7417
2015-08-13,19,8.65,287,27-017-7417
2015-08-13,20,11.52,288,27-017-7417
2015-08-13,21,6.62,310,27-017-7417
2015-08-13,22,7.61,292,27-017-7417
2015-08-13,23,7.56,277,27-017-7417
2015-08-14,0,6.17,255,27-017-7417
2015-08-14,1,5.95,261,27-017-7417
2015-08-14,2,3.58,260,27-017-7417
2015-08-14,3,3.54,277,27-017-7417
2015-08-14,4,4.64,277,27-017-7417
2015-08-14,5,2.76,290,27-017-7417
2015-08-14,6,4.52,270,27-017-7417
2015-08-14,7,5.76,248,27-017-7417
2015-08-14,8,6.81,256,27-017-7417
2015-08-14,9,5.9,264,27-017-7417
2015-08-14,10,5.51,264,27-017-7417
2015-08-14,11,5.34,274,27-017-7417
2015-08-14,12,6.04,274,27-017-7417
2015-08-14,13,7.05,285,27-017-7417
2015-08-14,14,4.31,296,27-017-7417
2015-08-14,15,0.29,311,27-017-7417
2015-08-14,16,2.84,253,27-017-7417
2015-08-14,17,6.65,329,27-017-7417
2015-08-14,18,7,284,27-017-7417
2015-08-14,19,5.73,289,27-017-7417
2015-08-14,20,4.73,284,27-017-7417
2015-08-14,21,7.52,303,27-017-7417
2015-08-14,22,6.67,320,27-017-7417
2015-08-14,23,0.15,306,27-017-7417
2015-08-15,0,1.66,302,27-017-7417
2015-08-15,1,2.02,45,27-017-7417
2015-08-15,2,9.15,52,27-017-7417
2015-08-15,3,4.09,29,27-017-7417
2015-08-15,4,1.57,39,27-017-7417
2015-08-15,5,0.29,68,27-017-7417
2015-08-15,6,2.27,75,27-017-7417
2015-08-15,7,1.85,80,27-017-7417
2015-08-15,8,1.34,59,27-017-7417
2015-08-15,9,1.47,92,27-017-7417
2015-08-15,10,0.7,148,27-017-7417
2015-08-15,11,0.9,177,27-017-7417
2015-08-15,12,3.07,194,27-017-7417
2015-08-15,13,0.29,173,27-017-7417
2015-08-15,14,4.56,191,27-017-7417
2015-08-15,15,0.89,194,27-017-7417
2015-08-15,16,9.31,189,27-017-7417
2015-08-15,17,9.56,190,27-017-7417
2015-08-15,18,11.1,189,27-017-7417
2015-08-15,19,8.82,180,27-017-7417
2015-08-15,20,8.72,208,27-017-7417
2015-08-15,21,11,180,27-017-7417
2015-08-15,22,9.33,198,27-017-7417
2015-08-15,23,8.74,174,27-017-7417
2015-08-16,0,7.81,179,27-017-7417
2015-08-16,1,6.81,179,27-017-7417
2015-08-16,2,8,180,27-017-7417
2015-08-16,3,9,180,27-017-7417
2015-08-16,4,11,190,27-017-7417
2015-08-16,5,11,210,27-017-7417
2015-08-16,6,10.51,210,27-017-7417
2015-08-16,7,11.72,220,27-017-7417
2015-08-16,9,9.59,222,27-017-7417
2015-08-16,10,10.7,222,27-017-7417
2015-08-16,11,6.89,247,27-017-7417
2015-08-16,12,7.98,265,27-017-7417
2015-08-16,13,5.92,208,27-017-7417
2015-08-16,14,5.32,216,27-017-7417
2015-08-16,15,8.25,224,27-017-7417
2015-08-16,16,8.55,233,27-017-7417
2015-08-16,17,10.76,273,27-017-7417
2015-08-16,18,8.4,277,27-017-7417
2015-08-16,19,9.3,268,27-017-7417
2015-08-16,20,7.02,244,27-017-7417
2015-08-16,21,7.12,275,27-017-7417
2015-08-16,22,9,271,27-017-7417
2015-08-16,23,8.13,281,27-017-7417
2015-08-17,0,6.72,297,27-017-7417
2015-08-17,1,11.85,319,27-017-7417
2015-08-17,2,9.05,319,27-017-7417
2015-08-17,3,5.47,317,27-017-7417
2015-08-17,4,4.69,308,27-017-7417
2015-08-17,5,6.53,302,27-017-7417
2015-08-17,6,7.16,299,27-017-7417
2015-08-17,7,8.77,310,27-017-7417
2015-08-17,8,6.85,321,27-017-7417
2015-08-17,9,4.96,316,27-017-7417
2015-08-17,10,5.79,306,27-017-7417
2015-08-17,11,5.33,313,27-017-7417
2015-08-17,12,8.07,321,27-017-7417
2015-08-17,13,1.11,324,27-017-7417
2015-08-17,14,6.75,331,27-017-7417
2015-08-17,15,8.01,325,27-017-7417
2015-08-17,16,7.37,322,27-017-7417
2015-08-17,17,8.3,19,27-017-7417
2015-08-17,18,5.4,325,27-017-7417
2015-08-17,19,6.54,342,27-017-7417
2015-08-17,20,7.55,321,27-017-7417
2015-08-17,21,6.39,334,27-017-7417
2015-08-17,22,6.33,316,27-017-7417
2015-08-17,23,6.16,332,27-017-7417
2015-08-18,0,6.13,342,27-017-7417
2015-08-18,1,3.45,0,27-017-7417
2015-08-18,2,3.03,353,27-017-7417
2015-08-18,3,3.27,5,27-017-7417
2015-08-18,4,3.63,358,27-017-7417
2015-08-18,5,0.89,10,27-017-7417
2015-08-18,6,5.36,334,27-017-7417
2015-08-18,7,6.47,333,27-017-7417
2015-08-18,8,4.76,347,27-017-7417
2015-08-18,9,6.9,345,27-017-7417
2015-08-18,10,6.2,355,27-017-7417
2015-08-18,11,2.9,353,27-017-7417
2015-08-18,12,4.57,349,27-017-7417
2015-08-18,13,3.55,60,27-017-7417
2015-08-18,14,9.45,68,27-017-7417
2015-08-18,15,8.19,76,27-017-7417
2015-08-18,16,8.04,76,27-017-7417
2015-08-18,17,10.66,69,27-017-7417
2015-08-18,18,13.21,67,27-017-7417
2015-08-18,19,10.82,72,27-017-7417
2015-08-18,20,12.88,75,27-017-7417
2015-08-18,21,13.75,60,27-017-7417
2015-08-18,22,13.16,59,27-017-7417
2015-08-18,23,14,50,27-017-7417
2015-08-19,0,15.46,42,27-017-7417
2015-08-19,1,14.84,50,27-017-7417
2015-08-19,2,19.46,50,27-017-7417
2015-08-19,3,14.49,42,27-017-7417
2015-08-19,4,10.77,34,27-017-7417
2015-08-19,5,11.23,40,27-017-7417
2015-08-19,6,12.7,57,27-017-7417
2015-08-19,7,13.01,58,27-017-7417
2015-08-19,8,7.87,35,27-017-7417
2015-08-19,9,9.04,34,27-017-7417
2015-08-19,10,7.74,24,27-017-7417
2015-08-19,11,7.3,8,27-017-7417
2015-08-19,12,7.26,19,27-017-7417
2015-08-19,13,7.46,24,27-017-7417
2015-08-19,14,7.75,23,27-017-7417
2015-08-19,15,6.32,339,27-017-7417
2015-08-19,16,7.56,348,27-017-7417
2015-08-19,17,9.31,341,27-017-7417
2015-08-19,18,7.41,325,27-017-7417
2015-08-19,19,5.81,309,27-017-7417
2015-08-19,20,8.83,319,27-017-7417
2015-08-19,21,8.65,314,27-017-7417
2015-08-19,22,10.48,321,27-017-7417
2015-08-19,23,12.75,314,27-017-7417
2015-08-20,0,9.93,323,27-017-7417
2015-08-20,1,9.07,324,27-017-7417
2015-08-20,2,8.33,323,27-017-7417
2015-08-20,3,9.56,313,27-017-7417
2015-08-20,4,9.74,313,27-017-7417
2015-08-20,5,10.2,313,27-017-7417
2015-08-20,6,10.78,312,27-017-7417
2015-08-20,7,8.75,313,27-017-7417
2015-08-20,8,7.97,305,27-017-7417
2015-08-20,9,10.23,301,27-017-7417
2015-08-20,10,9.41,284,27-017-7417
2015-08-20,11,9.67,284,27-017-7417
2015-08-20,12,9.81,294,27-017-7417
2015-08-20,16,10.51,294,27-017-7417
2015-08-20,17,13.4,293,27-017-7417
2015-08-20,18,12.61,300,27-017-7417
2015-08-20,19,14.92,319,27-017-7417
2015-08-20,20,12.69,285,27-017-7417
2015-08-20,21,9.54,303,27-017-7417
2015-08-20,22,11.3,284,27-017-7417
2015-08-20,23,6.04,302,27-017-7417
2015-08-21,0,5.38,278,27-017-7417
2015-08-21,1,0.19,222,27-017-7417
2015-08-21,2,1.63,168,27-017-7417
2015-08-21,3,0.11,237,27-017-7417
2015-08-21,4,2.67,203,27-017-7417
2015-08-21,5,3.25,212,27-017-7417
2015-08-21,6,0.64,215,27-017-7417
2015-08-21,7,2.91,202,27-017-7417
2015-08-21,8,3.24,207,27-017-7417
2015-08-21,9,2.6,179,27-017-7417
2015-08-21,10,3.27,194,27-017-7417
2015-08-21,11,0.72,179,27-017-7417
2015-08-21,12,3.88,167,27-017-7417
2015-08-21,13,3.21,133,27-017-7417
2015-08-21,14,5.72,151,27-017-7417
2015-08-21,15,7.18,167,27-017-7417
2015-08-21,16,7.16,174,27-017-7417
2015-08-21,17,6.39,174,27-017-7417
2015-08-21,18,8.98,169,27-017-7417
2015-08-21,19,9.56,175,27-017-7417
2015-08-21,20,12.2,176,27-017-7417
2015-08-21,21,11.9,149,27-017-7417
2015-08-21,22,7.79,175,27-017-7417
2015-08-21,23,6.88,167,27-017-7417
2015-08-22,0,5.18,166,27-017-7417
2015-08-22,1,2.92,137,27-017-7417
2015-08-22,2,3.04,156,27-017-7417
2015-08-22,3,3.2,145,27-017-7417
2015-08-22,4,5.72,180,27-017-7417
2015-08-22,5,7.34,180,27-017-7417
2015-08-22,6,4.85,180,27-017-7417
2015-08-22,7,5.21,180,27-017-7417
2015-08-22,8,5.83,170,27-017-7417
2015-08-22,9,5.58,170,27-017-7417
2015-08-22,10,4.96,157,27-017-7417
2015-08-22,11,5.66,161,27-017-7417
2015-08-22,12,6.49,159,27-017-7417
2015-08-22,13,5.83,149,27-017-7417
2015-08-22,14,7.4,150,27-017-7417
2015-08-22,15,8.56,159,27-017-7417
2015-08-22,16,12,159,27-017-7417
2015-08-22,17,14.35,178,27-017-7417
2015-08-22,18,14.05,179,27-017-7417
2015-08-22,19,11.87,172,27-017-7417
2015-08-22,20,11.65,166,27-017-7417
2015-08-22,21,11.71,158,27-017-7417
2015-08-22,22,13.61,156,27-017-7417
2015-08-22,23,13.17,155,27-017-7417
2015-08-23,0,16.32,171,27-017-7417
2015-08-23,1,9.16,178,27-017-7417
2015-08-23,2,10.92,167,27-017-7417
2015-08-23,3,8.19,173,27-017-7417
2015-08-23,4,13.49,241,27-017-7417
2015-08-23,5,9.82,222,27-017-7417
2015-08-23,6,12.74,239,27-017-7417
2015-08-23,7,6.68,224,27-017-7417
2015-08-23,9,8.23,195,27-017-7417
2015-08-23,10,8.21,209,27-017-7417
2015-08-23,11,8.22,186,27-017-7417
2015-08-23,12,7,195,27-017-7417
2015-08-23,13,8.29,216,27-017-7417
2015-08-23,14,10.83,220,27-017-7417
2015-08-23,15,14.55,230,27-017-7417
2015-08-23,16,13.83,248,27-017-7417
2015-08-23,17,20.61,260,27-017-7417
2015-08-23,18,16.64,262,27-017-7417
2015-08-23,19,18.33,269,27-017-7417
2015-08-23,20,17.25,260,27-017-7417
2015-08-23,21,17.35,260,27-017-7417
2015-08-23,22,16.24,260,27-017-7417
2015-08-23,23,15.65,261,27-017-7417
2015-08-24,0,17.01,262,27-017-7417
2015-08-24,1,19.6,257,27-017-7417
2015-08-24,2,15.85,268,27-017-7417
2015-08-24,3,10.44,274,27-017-7417
2015-08-24,4,14.4,265,27-017-7417
2015-08-24,5,15.62,281,27-017-7417
2015-08-24,6,15.04,274,27-017-7417
2015-08-24,7,15.93,292,27-017-7417
2015-08-24,8,15.31,284,27-017-7417
2015-08-24,9,15.59,290,27-017-7417
2015-08-24,10,11.87,282,27-017-7417
2015-08-24,11,14.44,290,27-017-7417
2015-08-24,12,14.49,282,27-017-7417
2015-08-24,13,16.56,299,27-017-7417
2015-08-24,14,16.1,299,27-017-7417
2015-08-24,15,14.88,300,27-017-7417
2015-08-24,16,16.51,285,27-017-7417
2015-08-24,17,15.26,295,27-017-7417
2015-08-24,18,16.55,302,27-017-7417
2015-08-24,19,19.43,301,27-017-7417
2015-08-24,20,16.94,302,27-017-7417
2015-08-24,21,13.61,289,27-017-7417
2015-08-24,22,15.55,301,27-017-7417
2015-08-24,23,16.21,302,27-017-7417
2015-08-25,0,14.69,312,27-017-7417
2015-08-25,1,8.82,311,27-017-7417
2015-08-25,2,14.32,311,27-017-7417
2015-08-25,3,16.19,311,27-017-7417
2015-08-25,4,12.8,313,27-017-7417
2015-08-25,5,11.95,312,27-017-7417
2015-08-25,6,10.51,314,27-017-7417
2015-08-25,7,7.38,304,27-017-7417
2015-08-25,8,8.34,304,27-017-7417
2015-08-25,9,8.63,318,27-017-7417
2015-08-25,10,7.88,303,27-017-7417
2015-08-25,11,9.55,311,27-017-7417
2015-08-25,12,9.33,311,27-017-7417
2015-08-25,13,8.83,314,27-017-7417
2015-08-25,14,9.56,314,27-017-7417
2015-08-25,15,10.47,306,27-017-7417
2015-08-25,16,13.5,295,27-017-7417
2015-08-25,17,13.59,313,27-017-7417
2015-08-25,18,9.93,329,27-017-7417
2015-08-25,19,12.28,337,27-017-7417
2015-08-25,20,11.38,321,27-017-7417
2015-08-25,21,12.27,330,27-017-7417
2015-08-25,22,8.48,333,27-017-7417
2015-08-25,23,8.04,352,27-017-7417
2015-08-26,0,0.98,27,27-017-7417
2015-08-26,1,2.85,42,27-017-7417
2015-08-26,2,0.18,70,27-017-7417
2015-08-26,3,1.45,256,27-017-7417
2015-08-26,4,1.75,258,27-017-7417
2015-08-26,5,3.09,276,27-017-7417
2015-08-26,6,2.92,277,27-017-7417
2015-08-26,7,4.45,286,27-017-7417
2015-08-26,8,0.42,217,27-017-7417
2015-08-26,9,0.51,275,27-017-7417
2015-08-26,10,4.41,318,27-017-7417
2015-08-26,11,4.7,310,27-017-7417
2015-08-26,12,2.8,307,27-017-7417
2015-08-26,16,4.22,358,27-017-7417
2015-08-26,17,2.53,6,27-017-7417
2015-08-26,18,0.28,223,27-017-7417
2015-08-26,19,0.09,281,27-017-7417
2015-08-26,20,4.7,297,27-017-7417
2015-08-26,21,2.06,348,27-017-7417
2015-08-26,22,1.21,184,27-017-7417
2015-08-26,23,2.9,167,27-017-7417
2015-08-27,0,3.16,190,27-017-7417
2015-08-27,1,2.27,175,27-017-7417
2015-08-27,2,0.74,191,27-017-7417
2015-08-27,3,0.95,29,27-017-7417
2015-08-27,4,1.17,54,27-017-7417
2015-08-27,5,1.86,102,27-017-7417
2015-08-27,6,1.37,54,27-017-7417
2015-08-27,7,2.49,55,27-017-7417
2015-08-27,8,2.95,56,27-017-7417
2015-08-27,9,3.02,63,27-017-7417
2015-08-27,10,1.2,69,27-017-7417
2015-08-27,11,2.46,35,27-017-7417
2015-08-27,12,2.22,69,27-017-7417
2015-08-27,13,2.89,81,27-017-7417
2015-08-27,14,4.51,109,27-017-7417
2015-08-27,15,0.78,117,27-017-7417
2015-08-27,16,6.89,157,27-017-7417
2015-08-27,17,7.35,184,27-017-7417
2015-08-27,18,7.01,157,27-017-7417
2015-08-27,19,5.63,139,27-017-7417
2015-08-27,20,7.49,175,27-017-7417
2015-08-27,21,7.53,150,27-017-7417
2015-08-27,22,4.53,157,27-017-7417
2015-08-27,23,4.56,148,27-017-7417
2015-08-28,0,4.95,111,27-017-7417
2015-08-28,1,2.83,101,27-017-7417
2015-08-28,2,3.1,102,27-017-7417
2015-08-28,3,2.92,112,27-017-7417
2015-08-28,4,3.3,147,27-017-7417
2015-08-28,5,0.35,147,27-017-7417
2015-08-28,6,3.34,165,27-017-7417
2015-08-28,7,0.54,182,27-017-7417
2015-08-28,8,3.05,207,27-017-7417
2015-08-28,9,2.49,179,27-017-7417
2015-08-28,10,4.15,197,27-017-7417
2015-08-28,11,2.83,165,27-017-7417
2015-08-28,12,5.24,220,27-017-7417
2015-08-28,13,4.81,217,27-017-7417
2015-08-28,14,7.58,213,27-017-7417
2015-08-28,15,7.15,215,27-017-7417
2015-08-28,16,9.85,223,27-017-7417
2015-08-28,17,11.19,212,27-017-7417
2015-08-28,18,10.12,243,27-017-7417
2015-08-28,19,9.83,214,27-017-7417
2015-08-28,20,9.02,198,27-017-7417
2015-08-28,21,9.48,196,27-017-7417
2015-08-28,22,7.5,204,27-017-7417
2015-08-28,23,9.2,213,27-017-7417
2015-08-29,0,8.14,212,27-017-7417
2015-08-29,1,7.14,196,27-017-7417
2015-08-29,2,6.46,194,27-017-7417
2015-08-29,3,9.81,203,27-017-7417
2015-08-29,4,8.27,205,27-017-7417
2015-08-29,5,10.79,203,27-017-7417
2015-08-29,6,5.33,189,27-017-7417
2015-08-29,7,4.96,195,27-017-7417
2015-08-29,8,0.98,200,27-017-7417
2015-08-29,9,4.23,120,27-017-7417
2015-08-29,10,1.58,201,27-017-7417
2015-08-29,11,5.94,213,27-017-7417
2015-08-29,12,6.78,205,27-017-7417
2015-08-29,13,6.9,213,27-017-7417
2015-08-29,14,7.74,230,27-017-7417
2015-08-29,15,7.1,231,27-017-7417
2015-08-29,16,5.32,226,27-017-7417
2015-08-29,17,6.91,230,27-017-7417
2015-08-29,18,6.54,223,27-017-7417
2015-08-29,19,5.56,190,27-017-7417
2015-08-29,20,4.92,204,27-017-7417
2015-08-29,21,4.87,184,27-017-7417
2015-08-29,22,7.97,196,27-017-7417
2015-08-29,23,6.69,211,27-017-7417
2015-08-30,0,5.11,201,27-017-7417
2015-08-30,1,4.66,193,27-017-7417
2015-08-30,2,0.91,202,27-017-7417
2015-08-30,3,4.81,204,27-017-7417
2015-08-30,4,5.04,219,27-017-7417
2015-08-30,5,5.71,212,27-017-7417
2015-08-30,6,6.18,212,27-017-7417
2015-08-30,7,5.54,209,27-017-7417
2015-08-30,9,8.16,202,27-017-7417
2015-08-30,10,8.28,202,27-017-7417
2015-08-30,11,6.95,203,27-017-7417
2015-08-30,12,8.59,212,27-017-7417
2015-08-30,13,7.96,202,27-017-7417
2015-08-30,14,8.32,209,27-017-7417
2015-08-30,15,7.9,187,27-017-7417
2015-08-30,16,8.69,186,27-017-7417
2015-08-30,17,8.82,218,27-017-7417
2015-08-30,18,10.26,201,27-017-7417
