Transaction Type|Action Indicator|State Code|County Code|Site Number|Parameter|POC|Duration Code|Reported Unit|Method Code|Sample Date|Sample Begin Time|Reported Sample Value|Null Data Code|Collection Frequency Code|Monitor Protocol ID|Qualifier Code - 1|Qualifier Code - 2|Qualifier Code - 3|Qualifier Code - 4|Qualifier Code - 5|Qualifier Code - 6|Qualifier Code - 7|Qualifier Code - 8|Qualifier Code - 9|Qualifier Code - 10|Alternate Method Detection Limit|Uncertainty Value
RD|I|27|017|7417|44201|1|1|007|003|20150829|8 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|9 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|10 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|11 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|12 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|13 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|14 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|15 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|16 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|17 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|18 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|19 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|20 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|21 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|22 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150829|23 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|0 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|1 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|2 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|3 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|4 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|5 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|6 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|7 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|9 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|10 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|11 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|12 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|13 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|14 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|15 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|16 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|17 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|18 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|19 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|20 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|21 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|22 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150830|23 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|0 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|1 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|2 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|3 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|4 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|5 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|6 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|7 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|8 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|9 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|10 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|11 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|12 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|13 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|14 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|15 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|16 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|17 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|18 :00|0.04||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|19 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|20 :00|0.049||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|21 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|22 :00|0.051||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150831|23 :00|0.047||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|0 :00|0.042||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|1 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|2 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|3 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|4 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|5 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|6 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|7 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|8 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|9 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|10 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|11 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|12 :00|0.007||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|13 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|14 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|15 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|16 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|17 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|18 :00|0.043||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|19 :00|0.044||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|20 :00|0.043||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|21 :00|0.04||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|22 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150901|23 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|0 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|1 :00|0.007||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|2 :00|0.002||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|3 :00|0||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|4 :00|0.001||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|5 :00|0||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|6 :00|0.004||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|7 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|8 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|9 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|10 :00|0.009||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|11 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|12 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|19 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|20 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|21 :00|0.046||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|22 :00|0.045||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150902|23 :00|0.041||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|0 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|1 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|2 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|3 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|4 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|5 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|6 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|7 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|8 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|9 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|10 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|11 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|12 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|13 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|14 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|15 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|16 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|17 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|18 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|19 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|20 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|21 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|22 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150903|23 :00|0.039||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|0 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|1 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|2 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|3 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|4 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|5 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|6 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|7 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|8 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|9 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|10 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|11 :00|0.015||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|12 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|13 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|14 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|15 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|16 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|17 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|18 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|19 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|20 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|21 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|22 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150904|23 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|0 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|1 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|2 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|3 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|4 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|5 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|6 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|7 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|8 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|9 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|10 :00|0.018||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|11 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|12 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|13 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|14 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|15 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|16 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|17 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|18 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|19 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|20 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|21 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|22 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150905|23 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|0 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|1 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|2 :00|0.019||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|3 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|4 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|5 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|6 :00|0.023||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|7 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|9 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|10 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|11 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|12 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|13 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|14 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|15 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|16 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|17 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|18 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|19 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|20 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|21 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|22 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150906|23 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|0 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|1 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|2 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|3 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|4 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|5 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|6 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|7 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|8 :00|0.013||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|9 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|10 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|11 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|12 :00|0.012||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|13 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|14 :00|0.016||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|15 :00|0.022||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|16 :00|0.027||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|17 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|18 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|19 :00|0.034||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|20 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|21 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|22 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150907|23 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|0 :00|0.029||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|1 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|2 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|3 :00|0.014||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|4 :00|0.008||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|5 :00|0.005||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|6 :00|0.005||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|7 :00|0.003||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|8 :00|0.003||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|9 :00|0.003||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|10 :00|0.002||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|11 :00|0.001||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|12 :00|0.001||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|13 :00|0.001||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|14 :00|0.011||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|15 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|16 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|17 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|18 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|19 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|20 :00|0.036||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|21 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|22 :00|0.037||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150908|23 :00|0.038||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|0 :00|0.035||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|1 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|2 :00|0.015||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|3 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|4 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|5 :00|0.026||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|6 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|7 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|8 :00|0.025||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|9 :00|0.024||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|10 :00|0.021||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|11 :00|0.017||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|12 :00|0.02||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|16 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|17 :00|0.032||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|18 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|19 :00|0.033||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|20 :00|0.031||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|21 :00|0.03||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|22 :00|0.028||S|TRIBAL||||||||||||
RD|I|27|017|7417|44201|1|1|007|003|20150909|23 :00|0.027||S|TRIBAL||||||||||||
